id,job,area,income,aspect,subscriptions,dist_healthy,save_rate,dist_unhealthy,age,pop_dense,retail_dense,crime,product
1539,pz,a,57712,13.9667,1,4.3121,18,26.9614,49,.8740,.4409,.4389,c
1540,qp,c,62529,6.1667,0,8.9635,-13,14.9265,46,.8976,.5866,.3315,c
1541,am,c,69862,38.3417,2,21.0408,154,24.9164,39,.8583,.7638,.3492,c
1542,vv,c,69401,4.6500,1,11.8196,73,11.4506,45,.8386,.5748,.1329,c
1543,mm,a,59837,9.9583,1,2.8160,10,23.2932,48,.8504,.4764,.5465,c
1544,e2,a,74396,9.3083,3,23.2713,227,14.9799,46,.6339,.2323,.2657,c
1545,de,a,60050,13.7500,0,18.5111,46,31.8735,47,.9213,.5748,.7502,c
1546,pe,a,59731,21.6583,1,14.6757,-79,4.7177,48,.9567,.5630,.2120,c
1547,pe,a,64336,9.3083,0,2.0000,0,26.0964,47,.9016,.5591,.2601,c
1548,pe,b,66745,36.7167,1,14.8933,52,5.7375,43,.9252,.7362,.1005,c
1549,pz,a,63202,31.1917,1,6.6242,4,26.6997,44,.9724,.7283,.4550,c
1550,al,c,59483,4.9750,2,12.8805,162,8.4446,44,.7992,.5472,.4932,c
1551,kd,c,56189,7.5750,2,4.5841,27,14.1790,46,.7717,.4409,.2390,c
1552,pz,a,61573,9.9583,2,7.7666,-14,11.0608,48,.7953,.3976,.4404,c
1553,pz,a,59589,7.1417,2,2.8160,3,29.3267,45,.7638,.4488,.2693,c
1554,gv,b,71562,11.9083,1,10.0243,7,8.6902,48,.8780,.4961,.5182,c
1555,am,c,72625,24.0417,1,13.0981,0,18.9844,47,.9764,.6220,.0209,c
1556,pe,b,57747,39.5333,2,2.8160,12,3.3669,41,.8583,.7047,.0712,c
1557,pe,a,61431,17.8667,0,2.8160,-3,6.5117,48,.9291,.5512,.2346,c
1558,pz,a,62034,39.6417,2,10.6772,21,14.8731,41,.8583,.7047,.1515,c
1559,vv,c,67736,24.6917,0,18.0759,144,11.1730,47,.9606,.6299,.3254,c
1560,pz,a,63628,36.5000,1,7.7666,39,23.7684,41,.9173,.7717,.1609,c
1561,al,c,50734,5.0833,1,4.3121,-3,6.0846,45,.8622,.5787,.4142,c
1562,vv,c,61892,30.3250,2,20.6328,54,19.3368,42,.9882,.7953,.2777,c
1563,pe,a,50734,21.6583,1,2.8160,3,19.9188,48,.9567,.5669,.4341,c
1564,kd,b,70004,40.0750,2,13.3701,119,5.2196,41,.8307,.6929,.0671,c
1565,pz,a,64088,26.8583,2,13.5877,81,12.1447,45,1.0000,.7126,.1199,c
1566,qp,c,63805,27.6167,0,8.9635,62,9.0319,46,.9764,.6772,.1362,c
1567,nn,a,64123,5.1917,2,10.1603,76,7.8733,42,.7205,.4961,.1422,c
1568,qp,c,66497,40.0750,1,13.8869,55,12.1287,43,.8740,.6772,.3293,c
1569,qp,c,66886,30.0000,1,18.0215,120,7.5956,44,.9843,.7402,.3966,c
1570,kl,c,50344,9.5250,2,17.3958,67,19.3048,48,.7598,.3701,.3793,c
1571,de,a,53780,6.4917,0,11.8468,88,21.0454,47,.8976,.5827,.8361,c
1572,pz,a,52717,4.7583,1,2.8160,2,28.6646,44,.8150,.5630,.0379,c
1573,pe,a,62954,30.9750,0,10.1603,4,8.8130,45,.9646,.6969,.2942,c
1574,kd,c,67063,36.6083,1,20.6056,32,9.8648,41,.9094,.7795,.1960,c
1575,f8,a,69720,13.4250,1,6.0802,31,11.1303,50,.8425,.3858,.2649,c
1576,vv,c,67489,6.6000,1,19.2999,86,16.2667,46,.8583,.5512,.4769,c
1577,pe,b,66568,33.2500,1,10.6772,23,5.4973,43,.9606,.7441,.2532,c
1578,nn,c,67453,15.7000,2,5.6450,-15,26.3954,51,.8583,.3740,.5082,c
1579,qp,c,73298,35.6333,1,27.3515,161,8.3057,43,.9370,.7441,.2679,c
1580,qp,c,68587,25.7750,1,15.8726,78,19.6305,46,.9921,.6693,.0922,c
1581,al,c,,7.5750,1,9.3443,33,8.1669,47,.8504,.5236,.0376,c
1582,qp,b,63628,20.4667,1,7.2226,45,2.6781,49,.9409,.5000,.4141,c
1583,e2,a,67134,40.0750,1,12.7445,46,21.0881,43,.8740,.6772,.4347,c
1584,pe,a,65895,12.3417,1,8.2019,3,15.8342,49,.8819,.4921,.1386,c
1585,ob,a,49246,37.4750,1,2.0000,0,20.4848,43,.9213,.7087,.2019,c
1586,pz,a,62423,40.4000,1,10.1603,21,15.1187,43,.8661,.6732,.1467,c
1587,pz,a,65505,7.6833,0,17.6951,96,29.9567,47,.9252,.6024,.3071,c
1588,pz,a,58810,12.9917,1,8.2019,59,4.3813,50,.8307,.3780,.1895,c
1589,f8,a,71208,13.8583,2,11.8468,126,11.8350,50,.8307,.3583,.4223,c
1590,am,b,74219,26.2083,1,7.7666,6,12.5345,46,.9764,.6614,.4886,c
1591,kl,c,52009,11.8000,2,12.0916,97,15.7594,49,.8031,.3583,.0337,c
1592,pe,a,63805,19.0583,0,5.4545,3,13.4208,48,.9370,.5669,.0913,c
1593,pe,c,59731,7.9000,1,4.4481,-3,19.7212,47,.8465,.5118,.2042,c
1594,mm,a,60404,30.6500,1,24.0329,48,32.8880,44,.9724,.7244,.4997,c
1595,al,c,67949,12.7750,2,16.4438,169,19.3421,50,.7677,.2756,.0807,c
1596,nn,b,68764,7.7917,1,7.8754,15,11.4613,47,.8425,.5079,.6721,c
1597,pe,a,63982,42.7833,0,11.8196,12,15.9677,46,.9055,.6142,.2111,c
1598,kd,c,70074,8.1167,2,29.1739,227,10.2065,47,.7756,.4331,.4110,c
1599,pz,a,59519,16.5667,1,4.9377,29,28.9583,50,.8819,.4094,.4711,c
1600,am,c,72766,26.4250,1,22.4553,190,10.1211,46,.9803,.6693,.2342,c
1601,vv,c,64442,7.6833,1,17.4775,27,13.5490,46,.8110,.4764,.1589,c
1602,pe,a,65186,8.2250,0,3.6321,5,25.3702,47,.8937,.5591,.2455,c
1603,f8,a,73794,29.8917,3,11.5204,170,19.2514,38,.9843,.8661,.0719,c
1604,pz,a,57004,35.9583,1,4.4481,19,32.4876,41,.9213,.7835,.2395,c
1605,pz,a,61821,17.1083,1,5.4545,35,6.4904,50,.8858,.4055,.2159,c
1606,11,c,53497,4.7583,1,8.5283,41,9.4911,45,.8504,.5827,.3990,c
1607,pz,a,57818,20.5750,0,4.4481,1,15.6740,47,.9409,.6024,.2568,c
1608,e2,a,76486,10.2833,2,23.2169,286,15.0707,48,.7913,.3858,.2413,c
1609,ob,a,54134,12.7750,0,2.8160,0,29.3961,48,.9055,.5354,.6062,c
1610,f8,a,71633,33.1417,1,14.2405,24,19.1232,44,.9606,.7362,.2469,c
1611,qp,c,65717,12.8833,0,16.0902,159,20.4901,49,.8858,.4961,.2594,c
1612,nn,a,65363,42.0250,0,8.9363,-25,15.6153,46,.9055,.6260,.3255,c
1613,nn,a,67914,11.8000,1,13.5333,46,35.3655,49,.8583,.4567,.1090,c
1614,qp,c,70535,12.7750,1,8.2019,49,14.6916,49,.8425,.4055,.2751,c
1615,pz,a,64584,4.4333,1,6.0802,23,18.3116,45,.8583,.5906,.7090,c
1616,qp,c,66603,24.4750,1,11.3028,68,20.4260,47,.9843,.6299,.1115,c
1617,nn,a,63592,20.3583,0,5.4545,4,7.3073,48,.9449,.5630,.2603,c
1618,nn,a,71527,25.2333,2,13.5333,146,6.8695,46,.9921,.6575,.1150,c
1619,qp,c,73510,41.9167,1,23.2713,141,14.3445,44,.8701,.6299,.1893,c
1620,am,a,67701,16.1333,0,2.0000,0,6.5331,47,.9291,.5827,.2912,c
1621,pe,c,65753,35.8500,0,7.9298,18,17.7457,45,.9409,.6732,.1984,c
1622,nn,a,65788,25.0167,2,8.2019,39,4.3653,46,.9921,.6496,.1715,c
1623,qp,c,60652,32.2750,0,18.4295,112,17.3346,45,.9567,.6929,.1539,c
1624,vv,c,66107,8.4417,1,10.0243,0,12.3743,47,.8228,.4764,.1220,c
1625,qp,c,53674,5.4083,1,9.2899,69,9.6566,45,.8465,.5591,.4033,c
1626,al,a,62140,10.6083,2,10.0787,26,21.5099,48,.7953,.3858,.3725,c
1627,pz,a,66745,19.7083,1,11.1124,113,7.8038,49,.9331,.4961,.2719,c
1628,pz,a,55870,15.5917,0,4.5841,13,11.0235,48,.9173,.5394,.2633,c
1629,pe,b,67595,24.0417,1,2.8160,6,8.0975,47,.9764,.6220,.2373,c
1630,kd,b,69295,19.9250,2,15.8998,123,11.0662,50,.9134,.4213,.1758,c
1631,vv,b,71420,38.3417,1,20.3336,166,6.5544,43,.9094,.7008,.0846,c
1632,kd,c,59483,42.6750,1,11.2212,76,17.5855,44,.8386,.6024,.2217,c
1633,kl,c,51371,7.9000,1,18.0759,75,19.6198,47,.8150,.4764,.3772,c
1634,kd,c,59306,13.4250,3,9.2899,80,10.5322,51,.7205,.1811,.3555,c
1635,nn,c,,12.0167,1,2.0000,0,15.3270,49,.8504,.4370,.2583,c
1636,pz,a,66957,37.8000,1,9.3443,89,27.0735,43,.9134,.7205,.1310,c
1637,pz,a,68480,10.6083,1,7.9298,66,11.1142,49,.8031,.3937,.3848,c
1638,qp,c,72554,13.7500,0,22.4281,162,13.5329,48,.9016,.5118,.1656,c
1639,kd,c,60581,38.3417,1,17.7495,107,16.2613,41,.8858,.7323,.2221,c
1640,pe,b,70854,4.4333,1,4.5841,10,10.6604,44,.8346,.5827,.2603,c
1641,kd,b,69720,22.9583,2,15.6822,155,10.3347,48,.9606,.5394,.2069,c
1642,nn,a,67843,38.1250,0,6.6242,14,32.1832,45,.9252,.6772,.0917,c
1643,nn,a,,12.3417,2,2.0000,0,6.1059,50,.7677,.2913,.1107,c
1644,qp,c,66851,35.6333,1,18.4023,119,7.9800,43,.9370,.7441,.3904,c
1645,nn,b,66355,4.5417,1,11.8196,78,8.1616,44,.8268,.5709,.7111,c
1646,pz,a,59023,7.1417,2,9.3987,-35,21.1682,45,.7362,.4252,.7843,c
1647,pz,a,65186,17.8667,0,17.6951,10,25.9255,49,.9252,.5236,.2560,c
1648,pe,a,64726,11.8000,1,2.0000,0,15.1081,49,.8701,.4724,.3471,c
1649,qp,c,59129,35.7417,1,5.3729,14,15.9517,44,.9370,.7205,.1097,c
1650,qp,c,56826,17.4333,0,4.3121,6,13.3514,49,.9252,.5315,.0587,c
1651,pe,a,64690,21.3333,0,11.7924,28,7.1738,48,.9528,.5787,.3287,c
1652,pz,a,55658,13.7500,0,3.1424,0,10.9808,48,.9173,.5630,.2516,c
1653,pe,c,62707,24.6917,1,3.6321,9,13.8960,47,.9724,.6339,.1012,c
1654,nn,a,57747,8.8750,0,9.2899,-16,10.0357,47,.8898,.5472,.2434,c
1655,qp,c,70818,21.3333,1,17.8311,129,8.9304,49,.9528,.5394,.2916,c
1656,nn,c,66072,9.8500,2,5.6450,32,20.4153,48,.7520,.3465,.0661,c
1657,pz,a,66213,23.5000,1,5.2641,13,31.5799,47,.9685,.6102,.1489,c
1658,kd,c,64265,16.1333,1,6.6242,17,22.1453,49,.9055,.4882,.0335,c
1659,qp,c,65647,12.1250,0,22.4553,59,8.3431,47,.9213,.5787,.3159,c
1660,vv,c,65080,39.1000,2,9.6979,51,20.5915,39,.8307,.7362,.2451,c
1661,vv,c,56578,40.6167,0,2.0000,0,11.5360,45,.9173,.6378,.0661,c
1662,pe,a,64513,8.2250,1,3.6321,4,4.8886,47,.8583,.5157,.2107,c
1663,pe,c,58987,16.6750,0,2.8160,0,17.2224,47,.9331,.6024,.3003,c
1664,pe,b,66390,29.0250,1,4.5841,18,6.6719,45,.9843,.7165,.2720,c
1665,f8,a,,7.6833,0,9.3987,29,16.9127,47,.8976,.5709,.5129,c
1666,pz,a,65151,34.5500,2,3.6321,28,25.6639,37,.9173,.8740,.4751,c
1667,qp,c,65151,40.9417,1,24.1961,100,10.1852,42,.8465,.6614,.3601,c
1668,pz,a,63238,9.8500,3,15.5190,112,26.0110,47,.6378,.2087,.4371,c
1669,pe,a,59483,40.6167,0,2.0000,0,19.0164,46,.9252,.6299,.0420,c
1670,al,c,57925,5.7333,2,9.6979,118,9.9503,44,.7559,.4921,.4266,c
1671,pe,a,64619,9.0917,1,3.6321,4,5.2036,47,.8583,.5039,.2076,c
1672,kd,c,70358,22.8500,2,5.6450,36,26.1338,48,.9685,.5591,.4323,c
1673,pz,a,64690,11.9083,1,9.3987,26,18.1835,49,.8583,.4528,.6299,c
1674,nn,b,62211,35.9583,1,6.7602,64,5.0381,41,.9213,.7913,.1812,c
1675,qp,b,66001,6.9250,1,2.8160,6,7.6810,46,.8268,.5118,.1521,c
1676,nn,a,60687,8.8750,2,2.0000,0,16.1706,47,.7756,.4055,.5666,c
1677,f8,a,69295,7.3583,1,11.8196,104,11.6962,46,.8268,.5039,.3272,c
1678,am,a,67205,13.4250,1,3.1424,3,14.6809,49,.8543,.4173,.3866,c
1679,pz,a,50096,41.7000,1,3.1424,9,17.2758,43,.8543,.6339,.3798,c
1680,pe,b,65682,7.3583,1,5.3729,34,6.2982,46,.7992,.4724,.2762,c
1681,gv,b,72341,17.0000,0,6.1618,-8,11.5147,49,.9213,.5157,.4460,c
1682,nb,a,64938,37.2583,0,15.0565,82,17.2224,44,.9291,.6929,.4953,c
1683,nn,a,67063,8.7667,2,6.0802,36,14.0135,47,.7874,.4213,.1468,c
1684,pz,a,61821,14.5083,1,8.9363,39,19.6999,49,.8819,.4488,.1178,c
1685,pz,a,60121,40.4000,2,3.8225,-4,6.9656,41,.8346,.6850,.2862,c
1686,vv,c,59412,9.0917,1,18.3207,98,9.9663,47,.8543,.5000,.0640,c
1687,pz,a,64548,38.6667,2,10.3236,97,12.1020,40,.8622,.7441,.4737,c
1688,f8,a,70606,38.2333,3,10.3236,105,21.0988,34,.7795,.8071,.5398,c
1689,pe,a,61431,4.0000,0,8.5827,11,29.8126,46,.9094,.6142,.3632,c
1690,pz,a,65753,4.8667,1,20.1160,180,25.8027,45,.8465,.5748,.3056,c
1691,pz,a,66780,9.4167,2,4.9377,36,12.4918,47,.7323,.3386,.3149,c
1692,pz,a,64584,26.5333,2,13.3429,85,12.5345,45,1.0000,.7008,.1163,c
1693,nn,a,60546,14.8333,1,3.8225,8,16.1706,50,.8701,.4213,.5376,c
1694,pe,a,64726,10.7167,0,3.6321,-7,13.8266,48,.8976,.5433,.1124,c
1695,pz,a,58739,4.8667,0,6.6242,13,21.9050,46,.8937,.5984,.3195,c
1696,f8,a,71668,15.8083,2,8.5827,83,13.2019,51,.8307,.3071,.3731,c
1697,nn,a,65965,38.3417,2,9.3443,61,26.7158,41,.8780,.7402,.1511,c
1698,kd,c,64513,22.0917,1,8.7187,47,15.4551,48,.9606,.5669,.4366,c
1699,al,c,66922,36.6083,2,10.4052,18,24.2864,40,.9055,.7874,.0711,c
1700,nn,a,68374,14.0750,0,8.9363,13,34.8422,48,.9173,.5591,.0505,c
1701,e2,a,80099,16.5667,3,25.9914,384,16.2293,52,.7992,.2323,.1365,c
1702,vv,c,65044,28.5917,1,8.5827,38,12.1768,45,.9882,.7205,.2780,c
1703,pz,a,61183,22.8500,2,9.5347,54,11.4026,48,.9646,.5512,.1485,c
1704,pe,c,61892,4.7583,1,6.1618,21,15.3964,45,.8465,.5787,.1039,c
1705,pz,a,66426,24.9083,0,18.2663,36,33.5074,47,.9528,.6260,.3502,c
1706,al,c,66178,32.8167,1,11.1124,62,17.0622,43,.9646,.7638,.1087,c
1707,pz,a,66249,17.8667,1,6.7602,36,10.1692,50,.9134,.4646,.3823,c
1708,al,c,66107,6.7083,1,15.1654,90,17.7777,46,.8268,.5197,.1207,c
1709,pz,a,63557,38.7750,0,5.4545,41,26.0804,45,.9213,.6654,.1864,c
1710,pz,a,59944,14.1833,1,9.7523,30,31.3716,49,.8701,.4331,.5899,c
1711,nn,b,66709,36.0667,3,12.6084,119,3.8261,33,.8346,.8976,.1198,c
1712,al,c,70216,38.8833,2,6.0802,42,19.6198,38,.8189,.7598,.3318,c
1713,pz,a,69118,4.2167,1,20.2520,32,22.4069,45,.8819,.6024,.5296,c
1714,kd,c,62777,7.4667,1,12.6084,33,9.8008,47,.8583,.5276,.4592,c
1715,kd,c,64407,38.8833,3,14.0501,149,16.0478,38,.8150,.7598,.3654,c
1716,kd,c,,20.1417,2,7.2226,42,25.6372,50,.9213,.4449,.4393,c
1717,mm,c,45491,22.2000,1,2.0000,0,19.8868,48,.9606,.5472,.3575,c
1718,kl,c,50132,5.9500,3,10.4052,-13,17.5481,43,.6850,.4409,.3336,c
1719,gv,b,72873,7.1417,1,12.9893,66,8.3538,46,.8504,.5276,.5376,c
1720,f8,a,68799,37.6917,2,9.5347,56,23.5816,39,.8740,.7795,.1758,c
1721,pe,c,66461,19.8167,0,6.0802,-3,7.1685,48,.9409,.5591,.3353,c
1722,nn,b,65647,36.0667,0,4.4481,15,4.3813,44,.9370,.7087,.1464,c
1723,pe,c,60794,29.2417,0,2.8160,2,16.4749,46,.9488,.6417,.0842,c
1724,pe,c,63769,38.3417,1,9.7523,9,12.2035,44,.9134,.6929,.1131,c
1725,kd,c,67205,26.2083,2,7.1682,50,18.8883,44,.9961,.7047,.1075,c
1726,pe,a,54595,11.2583,1,2.8160,7,25.3115,49,.8228,.4055,.5150,c
1727,f8,a,75388,33.4667,3,10.9764,119,20.8425,36,.9291,.9094,.1684,c
1728,pe,a,52399,16.6750,2,3.1424,16,27.1002,51,.8268,.2835,.0173,c
1729,kw,c,48856,15.5917,1,2.0000,0,13.8693,50,.8622,.3858,.0395,c
1730,f8,c,67807,32.4917,1,13.7781,84,23.5068,42,.9685,.7913,.2316,c
1731,nn,a,68303,5.7333,0,10.7860,49,31.3449,46,.8898,.5827,.0754,c
1732,pe,b,66957,8.7667,2,7.1682,26,5.8764,47,.7598,.3898,.2734,c
1733,qp,c,68020,38.9917,1,22.4553,48,12.6947,43,.8937,.7008,.0862,c
1734,al,c,65115,42.3500,2,9.2899,74,22.0118,43,.8150,.6102,.4726,c
1735,qp,c,71456,25.2333,1,16.2534,153,12.9937,46,.9921,.6575,.1706,c
1736,pz,a,48077,6.2750,1,6.0802,17,13.2393,46,.8622,.5551,.9773,c
1737,pz,a,64017,38.5583,1,8.9635,45,24.2597,41,.8819,.7323,.1577,c
1738,qp,c,59483,7.6833,1,5.4545,3,8.5353,47,.8701,.5433,.2236,c
1739,nb,a,61467,22.2000,1,9.3987,79,21.2109,48,.9646,.5551,.3717,c
1740,pe,c,61715,8.8750,1,2.8160,7,7.2272,47,.7953,.4291,.0544,c
1741,qp,c,57393,9.0917,1,12.9349,-8,6.1540,47,.8543,.5000,.2416,c
1742,qp,c,65363,37.8000,1,15.5190,111,18.8456,42,.9016,.7362,.1547,c
1743,pz,a,66532,20.2500,3,22.8633,339,8.0868,50,.8701,.3268,.3782,c
1744,pz,a,57960,26.4250,0,6.7602,23,31.7881,47,.9528,.6339,.3227,c
1745,kd,b,70251,27.9417,1,14.7573,-12,10.4949,44,.9961,.7362,.5597,c
1746,pz,a,67666,19.9250,3,24.6858,371,8.6208,50,.8543,.2992,.3943,c
1747,am,a,69720,38.9917,1,8.7187,40,32.1619,43,.8976,.6969,.1104,c
1748,al,c,65434,8.9833,1,17.6679,96,11.6749,47,.8189,.4528,.4290,c
1749,pe,c,64938,12.3417,0,3.8225,1,24.1902,47,.9173,.5709,.0922,c
1750,pz,a,62352,17.6500,2,10.9764,64,6.1754,51,.8819,.3780,.2409,c
1751,nn,c,60192,38.0167,2,6.6242,38,4.1464,40,.8780,.7598,.2601,c
1752,qp,c,65895,26.9667,1,5.2641,19,14.1096,46,.9882,.6929,.0976,c
1753,qp,b,72271,25.8833,1,16.7158,53,7.6864,46,.9882,.6693,.5820,c
1754,pe,a,62388,18.0833,0,2.8160,0,5.6521,48,.9331,.5748,.2656,c
1755,qp,c,61927,6.3833,1,6.9506,10,10.3827,46,.8543,.5472,.2677,c
1756,am,a,69862,8.8750,0,3.6321,1,11.4026,47,.9055,.5709,.4443,c
1757,e2,a,,39.6417,2,10.9764,155,21.5099,40,.8307,.7165,.2507,c
1758,pz,a,60865,40.9417,1,18.1575,85,32.0818,44,.8858,.6496,.5240,c
1759,pz,a,61786,7.7917,2,11.2212,21,27.3671,46,.7323,.3937,.4483,c
1760,nb,a,58527,4.9750,4,10.1875,126,3.6071,36,.4921,.3701,.2606,c
1761,f8,c,67418,35.7417,1,3.6321,15,25.5464,43,.9331,.7520,.2091,c
1762,pz,a,54347,35.0917,1,4.9377,13,20.6396,42,.9409,.7598,.3852,c
1763,pz,a,64123,9.6333,3,16.2806,137,25.7920,47,.6929,.2795,.4435,c
1764,nb,a,55480,18.9500,3,12.6356,81,7.0563,51,.8583,.3110,.0754,c
1765,nn,a,69472,7.7917,2,21.2584,237,6.6239,46,.7402,.4055,.0862,c
1766,pe,b,67063,38.4500,0,13.0981,52,6.7306,45,.9252,.6654,.0796,c
1767,kd,c,70181,12.5583,1,10.5140,116,13.4422,49,.8465,.4173,.2802,c
1768,pe,b,61573,5.8417,0,11.7924,37,4.4241,46,.9016,.5945,.0887,c
1769,f8,a,66497,39.4250,2,3.8225,33,17.4680,39,.8228,.7323,.5840,c
1770,vv,c,61396,30.9750,1,19.1639,40,18.9844,42,.9843,.7992,.2693,c
1771,pz,a,47829,4.6500,1,3.6321,6,10.7672,45,.8465,.5787,.1706,c
1772,pz,a,62565,5.8417,4,10.1603,65,14.9212,41,.5866,.3740,.5940,c
1773,am,c,67878,17.4333,1,4.9377,9,11.1943,50,.9094,.4646,.3053,c
1774,qp,c,61538,35.9583,0,14.2405,69,17.5695,45,.9370,.6772,.1230,c
1775,pe,a,57889,4.3250,1,2.8160,1,30.6936,45,.8701,.5984,.3361,c
1776,pe,c,66674,27.8333,0,5.2641,17,8.9945,46,.9724,.6732,.3766,c
1777,pe,a,55374,13.2083,0,3.6321,-3,7.1204,48,.9055,.5354,.4019,c
1778,pe,b,65505,11.0417,2,3.8225,-4,6.8054,49,.7913,.3661,.2827,c
1779,pz,a,62848,23.9333,1,4.9377,7,30.3785,47,.9803,.6142,.1857,c
1780,pe,a,,11.8000,2,2.8160,6,10.7618,49,.8110,.3740,.2585,c
1781,pz,a,61679,39.9667,2,11.8196,0,15.1775,40,.8307,.7008,.1432,c
1782,pz,a,64726,12.8833,2,3.6321,24,14.2591,50,.7953,.3189,.3711,c
1783,e2,b,75246,4.4333,1,23.3529,220,7.4194,45,.8425,.5827,.1411,c
1784,pz,a,60758,19.8167,1,8.3651,-12,33.3739,49,.9370,.5079,.3714,c
1785,pz,a,63911,37.2583,0,12.4452,4,19.5237,44,.9291,.6890,.6361,c
1786,pz,a,58739,13.1000,2,4.5841,13,4.9206,50,.7480,.2362,.1046,c
1787,vv,c,64726,4.7583,1,16.6070,51,12.3797,45,.8543,.5827,.3597,c
1788,nn,a,63132,8.8750,0,7.2226,34,29.7485,47,.8858,.5433,.4424,c
1789,am,a,66390,15.7000,1,3.1424,10,15.1935,50,.8819,.4291,.3731,c
1790,qp,c,70677,37.9083,1,6.0802,15,20.4207,43,.9094,.7165,.2808,c
1791,nn,a,66638,35.2000,0,11.8196,0,34.5325,46,.9409,.6535,.1550,c
1792,nn,c,59519,4.3250,1,3.8225,9,7.8893,45,.8465,.5866,.3733,c
1793,pz,a,,9.6333,0,8.9363,10,21.7021,47,.8937,.5512,.5356,c
1794,pz,a,62317,12.6667,1,9.0179,63,6.2394,49,.8583,.4370,.2345,c
1795,mm,c,58279,23.6083,1,2.8160,-1,16.1706,47,.9724,.6102,.2381,c
1796,f8,c,64230,41.1583,2,13.6965,98,22.0385,42,.8307,.6535,.2600,c
1797,pz,a,63025,8.5500,1,6.6242,2,14.9692,47,.8386,.4882,.1918,c
1798,pe,a,66497,6.3833,1,2.8160,-8,22.3428,46,.8543,.5472,.2143,c
1799,kd,c,61998,5.9500,2,12.3908,62,16.2720,44,.7638,.4921,.1761,c
1800,pe,c,65363,35.0917,1,7.4674,19,23.3627,42,.9409,.7598,.2936,c
1801,qp,c,60156,39.9667,1,10.0787,30,18.3757,44,.8976,.6693,.1302,c
1802,kd,c,54241,32.3833,3,5.6450,26,16.1172,36,.9449,.9134,.0477,c
1803,kd,c,60475,8.3333,2,23.2441,-10,9.4484,47,.7795,.4291,.2870,c
1804,nb,a,51513,10.0667,1,3.6321,22,6.5865,48,.8307,.4449,.2752,c
1805,qp,c,58633,11.9083,1,7.4674,36,12.8922,49,.8228,.3937,.3386,c
1806,e2,a,77230,16.2417,0,11.3028,88,17.0462,48,.9213,.5354,.2723,c
1807,am,a,67311,14.2917,1,2.0000,0,25.4503,49,.8858,.4646,.2960,c
1808,pz,a,57429,14.8333,1,5.3729,9,13.5596,50,.8504,.3780,.1172,c
1809,pe,c,62104,36.6083,1,4.4481,3,10.8099,43,.9291,.7205,.1291,c
1810,nn,b,65859,8.3333,0,11.5204,60,8.6742,47,.8819,.5472,.6985,c
1811,nn,b,57252,26.2083,0,2.8160,0,4.4027,47,.9567,.6378,.1425,c
1812,kw,c,57074,24.9083,2,3.1424,16,11.2691,46,.9882,.6457,.0618,c
1813,mm,c,52222,42.3500,1,2.8160,4,10.3827,45,.8701,.6181,.3480,c
1814,pz,a,66320,13.7500,1,8.5283,39,19.8440,50,.8465,.3898,.6434,c
1815,pz,a,59696,13.1000,1,12.6356,72,18.0981,50,.8346,.3858,.8832,c
1816,nb,a,68339,18.5167,1,13.3429,113,29.7111,50,.9134,.4606,.2413,c
1817,pz,a,66178,17.1083,2,2.8160,5,14.2805,51,.8543,.3307,.4417,c
1818,pz,a,57429,35.6333,0,7.1682,29,22.9889,44,.9409,.7165,.0947,c
1819,pz,a,57110,16.3500,1,2.8160,5,12.7641,49,.9016,.4685,.1341,c
1820,nn,a,60156,6.2750,0,2.8160,0,17.7617,47,.9134,.5984,.0651,c
1821,pe,c,61750,31.4083,0,6.8962,-9,14.1096,45,.9606,.6890,.1482,c
1822,vv,c,68126,6.4917,1,21.6120,41,17.5855,46,.8465,.5394,.4684,c
1823,qp,c,66957,18.7333,1,8.9635,55,16.5817,50,.9134,.4449,.1323,c
1824,pe,c,60510,40.2917,0,2.0000,0,6.9763,45,.9173,.6417,.0268,c
1825,qp,c,65469,41.7000,2,23.7609,115,9.6139,42,.8189,.6339,.3395,c
1826,pe,a,65647,16.5667,3,9.3443,96,23.8699,51,.8150,.2638,.3105,c
1827,nb,a,51017,34.6583,1,4.9377,15,14.0081,43,.9488,.7323,.3856,c
1828,nb,a,64088,10.2833,2,11.5204,67,28.8034,48,.7992,.3937,.4536,c
1829,ob,a,56791,6.4917,1,4.3121,9,29.7004,46,.8425,.5354,.4062,c
1830,qp,c,67949,5.7333,0,8.9363,26,3.2814,46,.9094,.5984,.1178,c
1831,pe,c,61467,16.8917,0,4.3121,8,9.4056,48,.9252,.5394,.4520,c
1832,e2,c,70854,40.4000,1,14.8933,87,20.3406,43,.8661,.6732,.4736,d
1833,e2,c,71598,18.3000,3,4.5841,56,12.1287,51,.8150,.2283,.1039,d
1834,kp,a,70216,9.5250,1,6.0802,-11,21.9371,48,.8622,.5000,.3559,d
1835,al,b,71031,22.5250,2,6.0802,32,7.1258,48,.9646,.5551,.1634,d
1836,kd,c,74360,20.1417,2,7.4674,34,23.8325,50,.9134,.4134,.5444,d
1837,f8,c,72660,12.5583,1,4.4481,-15,22.8394,49,.8465,.4173,.3846,d
1838,am,c,73971,37.6917,1,15.5734,36,28.2321,43,.9173,.7087,.5829,d
1839,pz,a,63663,5.9500,0,3.6321,1,12.9990,47,.9173,.6024,.3523,d
1840,f8,c,72058,13.4250,5,6.0802,61,13.0364,49,.5039,.0000,.1185,d
1841,am,c,72518,31.4083,1,14.4309,54,21.5046,44,.9724,.7362,.3162,d
